time, fuel, x, y, velocity_x, velocity_y, acceleration_x, acceleration_y, gravChange
571.6, 0.0 , 2430205.75, 984748.44, 4928.88, 151.64, 0.00, -7.35, 7.35
571.7, 0.0 , 2430698.75, 984763.50, 4928.88, 150.90, 0.00, -7.35, 7.35
571.8, 0.0 , 2431191.75, 984778.50, 4928.88, 150.17, 0.00, -7.35, 7.35
571.9, 0.0 , 2431684.75, 984793.44, 4928.88, 149.43, 0.00, -7.35, 7.35
572.0, 0.0 , 2432177.75, 984808.31, 4928.88, 148.70, 0.00, -7.35, 7.35
572.1, 0.0 , 2432670.75, 984823.12, 4928.88, 147.96, 0.00, -7.35, 7.35
572.2, 0.0 , 2433163.75, 984837.88, 4928.88, 147.23, 0.00, -7.35, 7.35
572.3, 0.0 , 2433656.75, 984852.50, 4928.88, 146.49, 0.00, -7.35, 7.35
572.4, 0.0 , 2434149.75, 984867.06, 4928.88, 145.76, 0.00, -7.35, 7.35
572.5, 0.0 , 2434642.75, 984881.56, 4928.88, 145.02, 0.00, -7.35, 7.35
572.6, 0.0 , 2435135.75, 984896.00, 4928.88, 144.29, 0.00, -7.35, 7.35
572.7, 0.0 , 2435628.75, 984910.38, 4928.88, 143.55, 0.00, -7.35, 7.35
572.8, 0.0 , 2436121.75, 984924.69, 4928.88, 142.82, 0.00, -7.35, 7.35
572.9, 0.0 , 2436614.75, 984938.88, 4928.88, 142.08, 0.00, -7.35, 7.35
573.0, 0.0 , 2437107.75, 984953.00, 4928.88, 141.35, 0.00, -7.35, 7.35
573.1, 0.0 , 2437600.75, 984967.06, 4928.88, 140.61, 0.00, -7.35, 7.35
573.2, 0.0 , 2438093.75, 984981.06, 4928.88, 139.88, 0.00, -7.35, 7.35
573.3, 0.0 , 2438586.75, 984995.00, 4928.88, 139.14, 0.00, -7.35, 7.35
573.4, 0.0 , 2439079.75, 985008.81, 4928.88, 138.41, 0.00, -7.35, 7.35
573.5, 0.0 , 2439572.75, 985022.56, 4928.88, 137.67, 0.00, -7.35, 7.35
573.6, 0.0 , 2440065.75, 985036.25, 4928.88, 136.93, 0.00, -7.35, 7.35
573.7, 0.0 , 2440558.75, 985049.88, 4928.88, 136.20, 0.00, -7.35, 7.35
573.8, 0.0 , 2441051.75, 985063.44, 4928.88, 135.46, 0.00, -7.35, 7.35
573.9, 0.0 , 2441544.75, 985076.94, 4928.88, 134.73, 0.00, -7.35, 7.35
574.0, 0.0 , 2442037.75, 985090.31, 4928.88, 133.99, 0.00, -7.35, 7.35
574.1, 0.0 , 2442530.75, 985103.62, 4928.88, 133.26, 0.00, -7.35, 7.35
574.2, 0.0 , 2443023.75, 985116.88, 4928.88, 132.52, 0.00, -7.35, 7.35
574.3, 0.0 , 2443516.75, 985130.06, 4928.88, 131.79, 0.00, -7.35, 7.35
574.4, 0.0 , 2444009.75, 985143.19, 4928.88, 131.05, 0.00, -7.35, 7.35
574.5, 0.0 , 2444502.75, 985156.25, 4928.88, 130.32, 0.00, -7.35, 7.35
574.6, 0.0 , 2444995.75, 985169.19, 4928.88, 129.58, 0.00, -7.35, 7.35
574.7, 0.0 , 2445488.75, 985182.06, 4928.88, 128.85, 0.00, -7.35, 7.35
574.8, 0.0 , 2445981.75, 985194.88, 4928.88, 128.11, 0.00, -7.35, 7.35
574.9, 0.0 , 2446474.75, 985207.62, 4928.88, 127.38, 0.00, -7.35, 7.35
575.0, 0.0 , 2446967.75, 985220.31, 4928.88, 126.64, 0.00, -7.35, 7.35
575.1, 0.0 , 2447460.75, 985232.88, 4928.88, 125.91, 0.00, -7.35, 7.35
575.2, 0.0 , 2447953.75, 985245.38, 4928.88, 125.17, 0.00, -7.35, 7.35
575.3, 0.0 , 2448446.75, 985257.81, 4928.88, 124.44, 0.00, -7.35, 7.35
575.4, 0.0 , 2448939.75, 985270.19, 4928.88, 123.70, 0.00, -7.35, 7.35
575.5, 0.0 , 2449432.75, 985282.50, 4928.88, 122.97, 0.00, -7.35, 7.35
575.6, 0.0 , 2449925.75, 985294.75, 4928.88, 122.23, 0.00, -7.35, 7.35
575.7, 0.0 , 2450418.75, 985306.88, 4928.88, 121.50, 0.00, -7.35, 7.35
575.8, 0.0 , 2450911.75, 985318.94, 4928.88, 120.76, 0.00, -7.35, 7.35
575.9, 0.0 , 2451404.75, 985330.94, 4928.88, 120.03, 0.00, -7.35, 7.35
576.0, 0.0 , 2451897.75, 985342.88, 4928.88, 119.29, 0.00, -7.35, 7.35
576.1, 0.0 , 2452390.75, 985354.75, 4928.88, 118.56, 0.00, -7.35, 7.35
576.2, 0.0 , 2452883.75, 985366.56, 4928.88, 117.82, 0.00, -7.35, 7.35
576.3, 0.0 , 2453376.75, 985378.25, 4928.88, 117.09, 0.00, -7.35, 7.35
576.4, 0.0 , 2453869.75, 985389.88, 4928.88, 116.35, 0.00, -7.35, 7.35
576.5, 0.0 , 2454362.75, 985401.44, 4928.88, 115.62, 0.00, -7.35, 7.35
576.6, 0.0 , 2454855.75, 985412.94, 4928.88, 114.88, 0.00, -7.35, 7.35
576.7, 0.0 , 2455348.75, 985424.38, 4928.88, 114.15, 0.00, -7.35, 7.35
576.8, 0.0 , 2455841.75, 985435.69, 4928.88, 113.41, 0.00, -7.35, 7.35
576.9, 0.0 , 2456334.75, 985446.94, 4928.88, 112.68, 0.00, -7.35, 7.35
577.0, 0.0 , 2456827.75, 985458.12, 4928.88, 111.94, 0.00, -7.35, 7.35
577.1, 0.0 , 2457320.75, 985469.25, 4928.88, 111.21, 0.00, -7.35, 7.35
577.2, 0.0 , 2457813.75, 985480.31, 4928.88, 110.47, 0.00, -7.35, 7.35
577.3, 0.0 , 2458306.75, 985491.31, 4928.88, 109.73, 0.00, -7.35, 7.35
577.4, 0.0 , 2458799.75, 985502.19, 4928.88, 109.00, 0.00, -7.35, 7.35
577.5, 0.0 , 2459292.75, 985513.00, 4928.88, 108.26, 0.00, -7.35, 7.35
577.6, 0.0 , 2459785.75, 985523.75, 4928.88, 107.53, 0.00, -7.35, 7.35
577.7, 0.0 , 2460278.75, 985534.44, 4928.88, 106.79, 0.00, -7.35, 7.35
577.8, 0.0 , 2460771.75, 985545.06, 4928.88, 106.06, 0.00, -7.35, 7.35
577.9, 0.0 , 2461264.75, 985555.62, 4928.88, 105.32, 0.00, -7.35, 7.35
578.0, 0.0 , 2461757.75, 985566.06, 4928.88, 104.59, 0.00, -7.35, 7.35
578.1, 0.0 , 2462250.75, 985576.44, 4928.88, 103.85, 0.00, -7.35, 7.35
578.2, 0.0 , 2462743.75, 985586.75, 4928.88, 103.12, 0.00, -7.35, 7.35
578.3, 0.0 , 2463236.75, 985597.00, 4928.88, 102.38, 0.00, -7.35, 7.35
578.4, 0.0 , 2463729.75, 985607.19, 4928.88, 101.65, 0.00, -7.35, 7.35
578.5, 0.0 , 2464222.75, 985617.25, 4928.88, 100.91, 0.00, -7.35, 7.35
578.6, 0.0 , 2464715.75, 985627.25, 4928.88, 100.18, 0.00, -7.35, 7.35
578.7, 0.0 , 2465208.75, 985637.19, 4928.88, 99.44, 0.00, -7.35, 7.35
578.8, 0.0 , 2465701.75, 985647.06, 4928.88, 98.71, 0.00, -7.35, 7.35
578.9, 0.0 , 2466194.75, 985656.88, 4928.88, 97.97, 0.00, -7.35, 7.35
579.0, 0.0 , 2466687.75, 985666.62, 4928.88, 97.24, 0.00, -7.35, 7.35
579.1, 0.0 , 2467180.75, 985676.25, 4928.88, 96.50, 0.00, -7.35, 7.35
579.2, 0.0 , 2467673.75, 985685.81, 4928.88, 95.77, 0.00, -7.35, 7.35
579.3, 0.0 , 2468166.75, 985695.31, 4928.88, 95.03, 0.00, -7.35, 7.35
579.4, 0.0 , 2468659.75, 985704.75, 4928.88, 94.30, 0.00, -7.35, 7.35
579.5, 0.0 , 2469152.75, 985714.12, 4928.88, 93.56, 0.00, -7.35, 7.35
579.6, 0.0 , 2469645.75, 985723.44, 4928.88, 92.83, 0.00, -7.35, 7.35
579.7, 0.0 , 2470138.75, 985732.62, 4928.88, 92.09, 0.00, -7.35, 7.35
579.8, 0.0 , 2470631.75, 985741.75, 4928.88, 91.36, 0.00, -7.35, 7.35
579.9, 0.0 , 2471124.75, 985750.81, 4928.88, 90.62, 0.00, -7.35, 7.35
580.0, 0.0 , 2471617.75, 985759.81, 4928.88, 89.89, 0.00, -7.35, 7.35
580.1, 0.0 , 2472110.75, 985768.75, 4928.88, 89.15, 0.00, -7.35, 7.35
580.2, 0.0 , 2472603.75, 985777.56, 4928.88, 88.42, 0.00, -7.35, 7.35
580.3, 0.0 , 2473096.75, 985786.31, 4928.88, 87.68, 0.00, -7.35, 7.35
580.4, 0.0 , 2473589.75, 985795.00, 4928.88, 86.95, 0.00, -7.35, 7.35
580.5, 0.0 , 2474082.75, 985803.62, 4928.88, 86.21, 0.00, -7.35, 7.35
580.6, 0.0 , 2474575.75, 985812.19, 4928.88, 85.48, 0.00, -7.35, 7.35
580.7, 0.0 , 2475068.75, 985820.69, 4928.88, 84.74, 0.00, -7.35, 7.35
580.8, 0.0 , 2475561.75, 985829.06, 4928.88, 84.01, 0.00, -7.35, 7.35
580.9, 0.0 , 2476054.75, 985837.38, 4928.88, 83.27, 0.00, -7.35, 7.35
581.0, 0.0 , 2476547.75, 985845.62, 4928.88, 82.54, 0.00, -7.35, 7.35
581.1, 0.0 , 2477040.75, 985853.81, 4928.88, 81.80, 0.00, -7.35, 7.35
581.2, 0.0 , 2477533.75, 985861.94, 4928.88, 81.07, 0.00, -7.35, 7.35
581.3, 0.0 , 2478026.75, 985870.00, 4928.88, 80.33, 0.00, -7.35, 7.35
581.4, 0.0 , 2478519.75, 985877.94, 4928.88, 79.60, 0.00, -7.35, 7.35
581.5, 0.0 , 2479012.75, 985885.81, 4928.88, 78.86, 0.00, -7.35, 7.35
581.6, 0.0 , 2479505.75, 985893.62, 4928.88, 78.13, 0.00, -7.35, 7.35
581.7, 0.0 , 2479998.75, 985901.38, 4928.88, 77.39, 0.00, -7.35, 7.35
581.8, 0.0 , 2480491.75, 985909.06, 4928.88, 76.66, 0.00, -7.35, 7.35
581.9, 0.0 , 2480984.75, 985916.62, 4928.88, 75.92, 0.00, -7.35, 7.35
582.0, 0.0 , 2481477.75, 985924.12, 4928.88, 75.19, 0.00, -7.35, 7.35
582.1, 0.0 , 2481970.75, 985931.56, 4928.88, 74.45, 0.00, -7.35, 7.35
582.2, 0.0 , 2482463.75, 985938.94, 4928.88, 73.72, 0.00, -7.35, 7.35
582.3, 0.0 , 2482956.75, 985946.25, 4928.88, 72.98, 0.00, -7.35, 7.35
582.4, 0.0 , 2483449.75, 985953.50, 4928.88, 72.25, 0.00, -7.35, 7.35
582.5, 0.0 , 2483942.75, 985960.62, 4928.88, 71.51, 0.00, -7.35, 7.35
582.6, 0.0 , 2484435.75, 985967.69, 4928.88, 70.78, 0.00, -7.35, 7.35
582.7, 0.0 , 2484928.75, 985974.69, 4928.88, 70.04, 0.00, -7.35, 7.35
582.8, 0.0 , 2485421.75, 985981.62, 4928.88, 69.31, 0.00, -7.35, 7.35
582.9, 0.0 , 2485914.75, 985988.50, 4928.88, 68.57, 0.00, -7.35, 7.35
583.0, 0.0 , 2486407.75, 985995.31, 4928.88, 67.84, 0.00, -7.35, 7.35
583.1, 0.0 , 2486900.75, 986002.00, 4928.88, 67.10, 0.00, -7.35, 7.35
583.2, 0.0 , 2487393.75, 986008.62, 4928.88, 66.37, 0.00, -7.35, 7.35
583.3, 0.0 , 2487886.75, 986015.19, 4928.88, 65.63, 0.00, -7.35, 7.35
583.4, 0.0 , 2488379.75, 986021.69, 4928.88, 64.90, 0.00, -7.35, 7.35
583.5, 0.0 , 2488872.75, 986028.12, 4928.88, 64.16, 0.00, -7.35, 7.35
583.6, 0.0 , 2489365.75, 986034.44, 4928.88, 63.43, 0.00, -7.35, 7.35
583.7, 0.0 , 2489858.75, 986040.69, 4928.88, 62.69, 0.00, -7.35, 7.35
583.8, 0.0 , 2490351.75, 986046.88, 4928.88, 61.96, 0.00, -7.35, 7.35
583.9, 0.0 , 2490844.75, 986053.00, 4928.88, 61.22, 0.00, -7.35, 7.35
584.0, 0.0 , 2491337.75, 986059.06, 4928.88, 60.49, 0.00, -7.35, 7.35
584.1, 0.0 , 2491830.75, 986065.06, 4928.88, 59.75, 0.00, -7.35, 7.35
584.2, 0.0 , 2492323.75, 986070.94, 4928.88, 59.02, 0.00, -7.35, 7.35
584.3, 0.0 , 2492816.75, 986076.75, 4928.88, 58.28, 0.00, -7.35, 7.35
584.4, 0.0 , 2493309.75, 986082.50, 4928.88, 57.55, 0.00, -7.35, 7.35
584.5, 0.0 , 2493802.75, 986088.19, 4928.88, 56.81, 0.00, -7.35, 7.35
584.6, 0.0 , 2494295.75, 986093.81, 4928.88, 56.08, 0.00, -7.35, 7.35
584.7, 0.0 , 2494788.75, 986099.38, 4928.88, 55.34, 0.00, -7.35, 7.35
584.8, 0.0 , 2495281.75, 986104.81, 4928.88, 54.61, 0.00, -7.35, 7.35
584.9, 0.0 , 2495774.75, 986110.19, 4928.88, 53.87, 0.00, -7.35, 7.35
585.0, 0.0 , 2496267.75, 986115.50, 4928.88, 53.14, 0.00, -7.35, 7.35
585.1, 0.0 , 2496760.75, 986120.75, 4928.88, 52.40, 0.00, -7.35, 7.35
585.2, 0.0 , 2497253.75, 986125.94, 4928.88, 51.67, 0.00, -7.35, 7.35
585.3, 0.0 , 2497746.75, 986131.00, 4928.88, 50.93, 0.00, -7.35, 7.35
585.4, 0.0 , 2498239.75, 986136.00, 4928.88, 50.20, 0.00, -7.35, 7.35
585.5, 0.0 , 2498732.75, 986140.94, 4928.88, 49.46, 0.00, -7.35, 7.35
585.6, 0.0 , 2499225.75, 986145.81, 4928.88, 48.73, 0.00, -7.35, 7.35
585.7, 0.0 , 2499718.75, 986150.62, 4928.88, 47.99, 0.00, -7.35, 7.35
585.8, 0.0 , 2500211.75, 986155.38, 4928.88, 47.26, 0.00, -7.35, 7.35
585.9, 0.0 , 2500704.75, 986160.00, 4928.88, 46.52, 0.00, -7.35, 7.35
586.0, 0.0 , 2501197.75, 986164.56, 4928.88, 45.79, 0.00, -7.35, 7.35
586.1, 0.0 , 2501690.75, 986169.06, 4928.88, 45.05, 0.00, -7.35, 7.35
586.2, 0.0 , 2502183.75, 986173.50, 4928.88, 44.32, 0.00, -7.35, 7.35
586.3, 0.0 , 2502676.75, 986177.88, 4928.88, 43.58, 0.00, -7.35, 7.35
586.4, 0.0 , 2503169.75, 986182.19, 4928.88, 42.85, 0.00, -7.35, 7.35
586.5, 0.0 , 2503662.75, 986186.38, 4928.88, 42.11, 0.00, -7.35, 7.35
586.6, 0.0 , 2504155.75, 986190.50, 4928.88, 41.38, 0.00, -7.35, 7.35
586.7, 0.0 , 2504648.75, 986194.56, 4928.88, 40.64, 0.00, -7.35, 7.35
586.8, 0.0 , 2505141.75, 986198.56, 4928.88, 39.91, 0.00, -7.35, 7.35
586.9, 0.0 , 2505634.75, 986202.50, 4928.88, 39.17, 0.00, -7.35, 7.35
587.0, 0.0 , 2506127.75, 986206.38, 4928.88, 38.44, 0.00, -7.35, 7.35
587.1, 0.0 , 2506620.75, 986210.12, 4928.88, 37.70, 0.00, -7.35, 7.35
587.2, 0.0 , 2507113.75, 986213.81, 4928.88, 36.97, 0.00, -7.35, 7.35
587.3, 0.0 , 2507606.75, 986217.44, 4928.88, 36.23, 0.00, -7.35, 7.35
587.4, 0.0 , 2508099.75, 986221.00, 4928.88, 35.50, 0.00, -7.35, 7.35
587.5, 0.0 , 2508592.75, 986224.50, 4928.88, 34.77, 0.00, -7.35, 7.35
587.6, 0.0 , 2509085.75, 986227.88, 4928.88, 34.03, 0.00, -7.35, 7.35
587.7, 0.0 , 2509578.75, 986231.19, 4928.88, 33.30, 0.00, -7.35, 7.35
587.8, 0.0 , 2510071.75, 986234.44, 4928.88, 32.56, 0.00, -7.35, 7.35
587.9, 0.0 , 2510564.75, 986237.62, 4928.88, 31.83, 0.00, -7.35, 7.35
588.0, 0.0 , 2511057.75, 986240.75, 4928.88, 31.09, 0.00, -7.35, 7.35
588.1, 0.0 , 2511550.75, 986243.81, 4928.88, 30.36, 0.00, -7.35, 7.35
588.2, 0.0 , 2512043.75, 986246.75, 4928.88, 29.62, 0.00, -7.35, 7.35
588.3, 0.0 , 2512536.75, 986249.62, 4928.88, 28.89, 0.00, -7.35, 7.35
588.4, 0.0 , 2513029.75, 986252.44, 4928.88, 28.15, 0.00, -7.35, 7.35
588.5, 0.0 , 2513522.75, 986255.19, 4928.88, 27.42, 0.00, -7.35, 7.35
588.6, 0.0 , 2514015.75, 986257.88, 4928.88, 26.68, 0.00, -7.35, 7.35
588.7, 0.0 , 2514508.75, 986260.50, 4928.88, 25.95, 0.00, -7.35, 7.35
588.8, 0.0 , 2515001.75, 986263.00, 4928.88, 25.21, 0.00, -7.35, 7.35
588.9, 0.0 , 2515494.75, 986265.44, 4928.88, 24.48, 0.00, -7.35, 7.35
589.0, 0.0 , 2515987.75, 986267.81, 4928.88, 23.74, 0.00, -7.35, 7.35
589.1, 0.0 , 2516480.75, 986270.12, 4928.88, 23.01, 0.00, -7.35, 7.35
589.2, 0.0 , 2516973.75, 986272.38, 4928.88, 22.27, 0.00, -7.35, 7.35
589.3, 0.0 , 2517466.75, 986274.50, 4928.88, 21.54, 0.00, -7.35, 7.35
589.4, 0.0 , 2517959.75, 986276.56, 4928.88, 20.80, 0.00, -7.35, 7.35
589.5, 0.0 , 2518452.75, 986278.56, 4928.88, 20.07, 0.00, -7.35, 7.35
589.6, 0.0 , 2518945.75, 986280.50, 4928.88, 19.33, 0.00, -7.35, 7.35
589.7, 0.0 , 2519438.75, 986282.38, 4928.88, 18.60, 0.00, -7.35, 7.35
589.8, 0.0 , 2519931.75, 986284.19, 4928.88, 17.86, 0.00, -7.35, 7.35
589.9, 0.0 , 2520424.75, 986285.88, 4928.88, 17.13, 0.00, -7.35, 7.35
590.0, 0.0 , 2520917.75, 986287.50, 4928.88, 16.39, 0.00, -7.35, 7.35
590.1, 0.0 , 2521410.75, 986289.06, 4928.88, 15.66, 0.00, -7.35, 7.35
590.2, 0.0 , 2521903.75, 986290.56, 4928.88, 14.92, 0.00, -7.35, 7.35
590.3, 0.0 , 2522396.75, 986292.00, 4928.88, 14.19, 0.00, -7.35, 7.35
590.4, 0.0 , 2522889.75, 986293.38, 4928.88, 13.45, 0.00, -7.35, 7.35
590.5, 0.0 , 2523382.75, 986294.62, 4928.88, 12.72, 0.00, -7.35, 7.35
590.6, 0.0 , 2523875.75, 986295.81, 4928.88, 11.98, 0.00, -7.35, 7.35
590.7, 0.0 , 2524368.75, 986296.94, 4928.88, 11.25, 0.00, -7.35, 7.35
590.8, 0.0 , 2524861.75, 986298.00, 4928.88, 10.51, 0.00, -7.35, 7.35
590.9, 0.0 , 2525354.75, 986299.00, 4928.88, 9.78, 0.00, -7.35, 7.35
591.0, 0.0 , 2525847.75, 986299.88, 4928.88, 9.04, 0.00, -7.35, 7.35
591.1, 0.0 , 2526340.75, 986300.69, 4928.88, 8.31, 0.00, -7.35, 7.35
591.2, 0.0 , 2526833.75, 986301.44, 4928.88, 7.57, 0.00, -7.35, 7.35
591.3, 0.0 , 2527326.75, 986302.12, 4928.88, 6.84, 0.00, -7.35, 7.35
591.4, 0.0 , 2527819.75, 986302.75, 4928.88, 6.10, 0.00, -7.35, 7.35
591.5, 0.0 , 2528312.75, 986303.31, 4928.88, 5.37, 0.00, -7.35, 7.35
591.6, 0.0 , 2528805.75, 986303.75, 4928.88, 4.63, 0.00, -7.35, 7.35
591.7, 0.0 , 2529298.75, 986304.12, 4928.88, 3.90, 0.00, -7.35, 7.35
591.8, 0.0 , 2529791.75, 986304.44, 4928.88, 3.16, 0.00, -7.35, 7.35
591.9, 0.0 , 2530284.75, 986304.69, 4928.88, 2.43, 0.00, -7.35, 7.35
592.0, 0.0 , 2530777.75, 986304.88, 4928.88, 1.69, 0.00, -7.35, 7.35
592.1, 0.0 , 2531270.75, 986305.00, 4928.88, 0.96, 0.00, -7.35, 7.35
592.2, 0.0 , 2531763.75, 986305.00, 4928.88, 0.22, 0.00, -7.35, 7.35
592.3, 0.0 , 2532256.75, 986304.94, 4928.88, -0.51, 0.00, -7.35, 7.35
592.4, 0.0 , 2532749.75, 986304.81, 4928.88, -1.25, 0.00, -7.35, 7.35
592.5, 0.0 , 2533242.75, 986304.62, 4928.88, -1.98, 0.00, -7.35, 7.35
592.6, 0.0 , 2533735.75, 986304.38, 4928.88, -2.72, 0.00, -7.35, 7.35
592.7, 0.0 , 2534228.75, 986304.00, 4928.88, -3.45, 0.00, -7.35, 7.35
592.8, 0.0 , 2534721.75, 986303.56, 4928.88, -4.19, 0.00, -7.35, 7.35
592.9, 0.0 , 2535214.75, 986303.06, 4928.88, -4.92, 0.00, -7.35, 7.35
593.0, 0.0 , 2535707.75, 986302.50, 4928.88, -5.66, 0.00, -7.35, 7.35
593.1, 0.0 , 2536200.75, 986301.88, 4928.88, -6.39, 0.00, -7.35, 7.35
593.2, 0.0 , 2536693.75, 986301.19, 4928.88, -7.13, 0.00, -7.35, 7.35
593.3, 0.0 , 2537186.75, 986300.38, 4928.88, -7.86, 0.00, -7.35, 7.35
593.4, 0.0 , 2537679.75, 986299.50, 4928.88, -8.60, 0.00, -7.35, 7.35
593.5, 0.0 , 2538172.75, 986298.56, 4928.88, -9.33, 0.00, -7.35, 7.35
593.6, 0.0 , 2538665.75, 986297.56, 4928.88, -10.07, 0.00, -7.35, 7.35
593.7, 0.0 , 2539158.75, 986296.50, 4928.88, -10.80, 0.00, -7.35, 7.35
593.8, 0.0 , 2539651.75, 986295.38, 4928.88, -11.54, 0.00, -7.35, 7.35
593.9, 0.0 , 2540144.75, 986294.12, 4928.88, -12.27, 0.00, -7.35, 7.35
594.0, 0.0 , 2540637.75, 986292.81, 4928.88, -13.01, 0.00, -7.35, 7.35
594.1, 0.0 , 2541130.75, 986291.44, 4928.88, -13.74, 0.00, -7.35, 7.35
594.2, 0.0 , 2541623.75, 986290.00, 4928.88, -14.47, 0.00, -7.35, 7.35
594.3, 0.0 , 2542116.75, 986288.50, 4928.88, -15.21, 0.00, -7.35, 7.35
594.4, 0.0 , 2542609.75, 986286.88, 4928.88, -15.94, 0.00, -7.35, 7.35
594.5, 0.0 , 2543102.75, 986285.19, 4928.88, -16.68, 0.00, -7.35, 7.35
594.6, 0.0 , 2543595.75, 986283.44, 4928.88, -17.41, 0.00, -7.35, 7.35
594.7, 0.0 , 2544088.75, 986281.62, 4928.88, -18.15, 0.00, -7.35, 7.35
594.8, 0.0 , 2544581.75, 986279.75, 4928.88, -18.88, 0.00, -7.35, 7.35
594.9, 0.0 , 2545074.75, 986277.81, 4928.88, -19.62, 0.00, -7.35, 7.35
595.0, 0.0 , 2545567.75, 986275.75, 4928.88, -20.35, 0.00, -7.35, 7.35
595.1, 0.0 , 2546060.75, 986273.62, 4928.88, -21.09, 0.00, -7.35, 7.35
595.2, 0.0 , 2546553.75, 986271.44, 4928.88, -21.82, 0.00, -7.35, 7.35
595.3, 0.0 , 2547046.75, 986269.19, 4928.88, -22.56, 0.00, -7.35, 7.35
595.4, 0.0 , 2547539.75, 986266.88, 4928.88, -23.29, 0.00, -7.35, 7.35
595.5, 0.0 , 2548032.75, 986264.50, 4928.88, -24.03, 0.00, -7.35, 7.35
595.6, 0.0 , 2548525.75, 986262.00, 4928.88, -24.76, 0.00, -7.35, 7.35
595.7, 0.0 , 2549018.75, 986259.44, 4928.88, -25.50, 0.00, -7.35, 7.35
595.8, 0.0 , 2549511.75, 986256.81, 4928.88, -26.23, 0.00, -7.35, 7.35
595.9, 0.0 , 2550004.75, 986254.12, 4928.88, -26.97, 0.00, -7.35, 7.35
596.0, 0.0 , 2550497.75, 986251.38, 4928.88, -27.70, 0.00, -7.35, 7.35
596.1, 0.0 , 2550990.75, 986248.50, 4928.88, -28.44, 0.00, -7.35, 7.35
596.2, 0.0 , 2551483.75, 986245.56, 4928.88, -29.17, 0.00, -7.35, 7.35
596.3, 0.0 , 2551976.75, 986242.56, 4928.88, -29.91, 0.00, -7.35, 7.35
596.4, 0.0 , 2552469.75, 986239.50, 4928.88, -30.64, 0.00, -7.35, 7.35
596.5, 0.0 , 2552962.75, 986236.38, 4928.88, -31.38, 0.00, -7.35, 7.35
596.6, 0.0 , 2553455.75, 986233.19, 4928.88, -32.11, 0.00, -7.35, 7.35
596.7, 0.0 , 2553948.75, 986229.88, 4928.88, -32.85, 0.00, -7.35, 7.35
596.8, 0.0 , 2554441.75, 986226.50, 4928.88, -33.58, 0.00, -7.35, 7.35
596.9, 0.0 , 2554934.75, 986223.06, 4928.88, -34.32, 0.00, -7.35, 7.35
597.0, 0.0 , 2555427.75, 986219.56, 4928.88, -35.05, 0.00, -7.35, 7.35
597.1, 0.0 , 2555920.75, 986216.00, 4928.88, -35.79, 0.00, -7.35, 7.35
597.2, 0.0 , 2556413.75, 986212.38, 4928.88, -36.52, 0.00, -7.35, 7.35
597.3, 0.0 , 2556906.75, 986208.62, 4928.88, -37.26, 0.00, -7.35, 7.35
597.4, 0.0 , 2557399.75, 986204.81, 4928.88, -37.99, 0.00, -7.35, 7.35
597.5, 0.0 , 2557892.75, 986200.94, 4928.88, -38.73, 0.00, -7.35, 7.35
597.6, 0.0 , 2558385.75, 986197.00, 4928.88, -39.46, 0.00, -7.35, 7.35
597.7, 0.0 , 2558878.75, 986193.00, 4928.88, -40.20, 0.00, -7.35, 7.35
597.8, 0.0 , 2559371.75, 986188.94, 4928.88, -40.93, 0.00, -7.35, 7.35
597.9, 0.0 , 2559864.75, 986184.75, 4928.88, -41.67, 0.00, -7.35, 7.35
598.0, 0.0 , 2560357.75, 986180.50, 4928.88, -42.40, 0.00, -7.35, 7.35
598.1, 0.0 , 2560850.75, 986176.19, 4928.88, -43.14, 0.00, -7.35, 7.35
598.2, 0.0 , 2561343.75, 986171.81, 4928.88, -43.87, 0.00, -7.35, 7.35
598.3, 0.0 , 2561836.75, 986167.38, 4928.88, -44.61, 0.00, -7.35, 7.35
598.4, 0.0 , 2562329.75, 986162.81, 4928.88, -45.34, 0.00, -7.35, 7.35
598.5, 0.0 , 2562822.75, 986158.19, 4928.88, -46.08, 0.00, -7.35, 7.35
598.6, 0.0 , 2563315.75, 986153.50, 4928.88, -46.81, 0.00, -7.35, 7.35
598.7, 0.0 , 2563808.75, 986148.75, 4928.88, -47.55, 0.00, -7.35, 7.35
598.8, 0.0 , 2564301.75, 986143.94, 4928.88, -48.28, 0.00, -7.35, 7.35
598.9, 0.0 , 2564794.75, 986139.06, 4928.88, -49.02, 0.00, -7.35, 7.35
599.0, 0.0 , 2565287.75, 986134.06, 4928.88, -49.75, 0.00, -7.35, 7.35
599.1, 0.0 , 2565780.75, 986129.00, 4928.88, -50.49, 0.00, -7.35, 7.35
599.2, 0.0 , 2566273.75, 986123.88, 4928.88, -51.22, 0.00, -7.35, 7.35
599.3, 0.0 , 2566766.75, 986118.69, 4928.88, -51.96, 0.00, -7.35, 7.35
599.4, 0.0 , 2567259.75, 986113.44, 4928.88, -52.69, 0.00, -7.35, 7.35
599.5, 0.0 , 2567752.75, 986108.12, 4928.88, -53.43, 0.00, -7.35, 7.35
599.6, 0.0 , 2568245.75, 986102.69, 4928.88, -54.16, 0.00, -7.35, 7.35
599.7, 0.0 , 2568738.75, 986097.19, 4928.88, -54.90, 0.00, -7.35, 7.35
599.8, 0.0 , 2569231.75, 986091.62, 4928.88, -55.63, 0.00, -7.35, 7.35
599.9, 0.0 , 2569724.75, 986086.00, 4928.88, -56.37, 0.00, -7.35, 7.35
